training_example_id,customer_id,merchant_id,amount,failure_category,payment_method,time_since_failure_min,customer_success_rate,customer_failure_rate,payment_method_success_rate,payment_method_failure_rate,previous_recovery_attempts,previous_recovery_successes,previous_recovery_failures,candidate_action,outcome
training_0508,cust_0134,merchant_032,525.70,UNKNOWN_FAILURE,NETBANKING,2014,0.7528,0.8436,0.3694,0.5017,3,1,2,RETRY,FAILURE
training_0509,cust_0347,merchant_020,176.07,PAYMENT_METHOD_ERROR,NETBANKING,2449,0.4586,0.6557,0.6256,0.5527,3,1,0,REMINDER,FAILURE
training_0510,cust_0239,merchant_028,295.32,TEMPORARY_FAILURE,NETBANKING,1644,0.8758,0.8610,0.3406,0.5145,0,0,0,RETRY,SUCCESS
training_0511,cust_0200,merchant_013,496.98,INSUFFICIENT_FUNDS,NETBANKING,2121,0.7295,0.5344,0.8187,0.4632,2,1,1,RETRY,SUCCESS
training_0512,cust_0164,merchant_043,243.56,INSUFFICIENT_FUNDS,NETBANKING,2365,0.8543,0.1578,0.8067,0.1788,1,0,1,REMINDER,FAILURE
training_0513,cust_0310,merchant_023,594.36,UNKNOWN_FAILURE,NETBANKING,1257,0.8926,0.3441,0.6001,0.1536,5,3,1,RETRY,FAILURE
training_0514,cust_0222,merchant_006,642.84,TEMPORARY_FAILURE,UPI,2030,0.6796,0.4395,0.5981,0.5488,1,1,0,REMINDER,FAILURE
training_0515,cust_0280,merchant_008,323.16,UNKNOWN_FAILURE,NETBANKING,1755,0.4873,0.7369,0.3806,0.2231,1,0,0,REMINDER,FAILURE
training_0516,cust_0326,merchant_010,742.23,INSUFFICIENT_FUNDS,WALLET,2812,0.5032,0.4283,0.7779,0.3300,2,0,2,REMINDER,SUCCESS
training_0517,cust_0252,merchant_028,556.42,UNKNOWN_FAILURE,WALLET,463,0.3815,0.4549,0.6233,0.8263,5,0,2,RETRY,FAILURE
training_0518,cust_0003,merchant_014,460.33,UNKNOWN_FAILURE,WALLET,297,0.1596,0.1090,0.9113,0.0546,4,3,1,REMINDER,FAILURE
training_0519,cust_0177,merchant_029,657.98,INSUFFICIENT_FUNDS,WALLET,528,0.3049,0.0516,0.5340,0.0500,5,3,2,REMINDER,FAILURE
training_0520,cust_0085,merchant_040,929.62,INSUFFICIENT_FUNDS,NETBANKING,2216,0.8621,0.8981,0.9496,0.7435,3,2,0,RETRY,SUCCESS
training_0521,cust_0342,merchant_037,564.72,PAYMENT_METHOD_ERROR,CARD,2099,0.8694,0.2257,0.9376,0.7828,3,1,2,REMINDER,FAILURE
training_0522,cust_0077,merchant_013,236.78,INSUFFICIENT_FUNDS,CARD,210,0.4601,0.8789,0.5006,0.6640,2,0,1,REMINDER,FAILURE
training_0523,cust_0327,merchant_015,275.41,INSUFFICIENT_FUNDS,CARD,766,0.6648,0.2476,0.7104,0.0591,0,0,0,RETRY,FAILURE
training_0524,cust_0314,merchant_004,581.14,PAYMENT_METHOD_ERROR,UPI,1496,0.3494,0.1708,0.4642,0.5780,5,0,1,RETRY,FAILURE
training_0525,cust_0153,merchant_023,752.67,UNKNOWN_FAILURE,NETBANKING,1734,0.2047,0.2697,0.4116,0.5525,5,4,0,RETRY,FAILURE
training_0526,cust_0121,merchant_025,463.80,INSUFFICIENT_FUNDS,UPI,1583,0.2503,0.0853,0.6851,0.7569,4,3,0,RETRY,FAILURE
training_0527,cust_0160,merchant_019,79.04,PAYMENT_METHOD_ERROR,CARD,2059,0.7333,0.4953,0.3853,0.1062,4,0,1,RETRY,FAILURE
training_0528,cust_0290,merchant_027,250.84,UNKNOWN_FAILURE,WALLET,1817,0.4318,0.5551,0.8182,0.3087,0,0,0,RETRY,FAILURE
training_0529,cust_0342,merchant_017,828.14,TEMPORARY_FAILURE,UPI,776,0.6176,0.0917,0.8755,0.6494,0,0,0,RETRY,SUCCESS
training_0530,cust_0231,merchant_050,227.34,INSUFFICIENT_FUNDS,UPI,322,0.3521,0.3729,0.3135,0.3314,3,2,1,RETRY,FAILURE
training_0531,cust_0166,merchant_019,98.19,PAYMENT_METHOD_ERROR,CARD,2781,0.5253,0.5197,0.3926,0.0944,5,4,1,RETRY,FAILURE
training_0532,cust_0318,merchant_031,33.81,INSUFFICIENT_FUNDS,NETBANKING,2502,0.4533,0.8469,0.1693,0.8764,1,1,0,RETRY,FAILURE
training_0533,cust_0335,merchant_039,640.48,INSUFFICIENT_FUNDS,WALLET,2147,0.5552,0.3674,0.4325,0.8989,2,0,1,REMINDER,FAILURE
training_0534,cust_0199,merchant_002,874.44,UNKNOWN_FAILURE,WALLET,678,0.6933,0.4412,0.5503,0.2891,4,3,0,RETRY,FAILURE
training_0535,cust_0017,merchant_045,429.17,UNKNOWN_FAILURE,UPI,809,0.8252,0.5655,0.1011,0.6768,4,1,0,REMINDER,FAILURE
training_0536,cust_0143,merchant_039,52.51,PAYMENT_METHOD_ERROR,UPI,2739,0.2311,0.3544,0.2571,0.5838,0,0,0,RETRY,FAILURE
training_0537,cust_0126,merchant_041,699.02,TEMPORARY_FAILURE,UPI,1175,0.7696,0.2994,0.8458,0.4571,5,2,2,REMINDER,FAILURE
training_0538,cust_0218,merchant_014,870.50,PAYMENT_METHOD_ERROR,WALLET,1465,0.4505,0.6931,0.3434,0.6868,0,0,0,REMINDER,FAILURE
training_0539,cust_0076,merchant_004,460.78,UNKNOWN_FAILURE,UPI,291,0.5406,0.1705,0.2700,0.6626,1,0,1,REMINDER,FAILURE
training_0540,cust_0203,merchant_022,932.65,INSUFFICIENT_FUNDS,UPI,393,0.2995,0.3423,0.3272,0.6655,2,2,0,RETRY,FAILURE
training_0541,cust_0054,merchant_048,503.02,TEMPORARY_FAILURE,NETBANKING,1427,0.1667,0.3569,0.4186,0.7047,1,0,1,RETRY,FAILURE
training_0542,cust_0072,merchant_049,736.14,INSUFFICIENT_FUNDS,UPI,810,0.4331,0.4415,0.1321,0.6005,1,0,1,RETRY,FAILURE
training_0543,cust_0153,merchant_030,158.79,INSUFFICIENT_FUNDS,CARD,751,0.3440,0.7048,0.4322,0.2618,4,0,4,RETRY,FAILURE
training_0544,cust_0230,merchant_028,118.02,INSUFFICIENT_FUNDS,UPI,1326,0.8899,0.8657,0.6086,0.2122,0,0,0,RETRY,SUCCESS
training_0545,cust_0009,merchant_022,296.18,UNKNOWN_FAILURE,NETBANKING,579,0.7560,0.1173,0.5536,0.2580,4,2,1,REMINDER,FAILURE
training_0546,cust_0200,merchant_030,109.93,UNKNOWN_FAILURE,UPI,1225,0.3142,0.1202,0.5401,0.1387,2,2,0,REMINDER,FAILURE
training_0547,cust_0062,merchant_047,674.89,PAYMENT_METHOD_ERROR,CARD,2253,0.5433,0.4655,0.1994,0.5678,2,1,1,REMINDER,FAILURE
training_0548,cust_0181,merchant_045,904.86,INSUFFICIENT_FUNDS,WALLET,1534,0.4206,0.1688,0.9314,0.2384,5,4,0,REMINDER,FAILURE
training_0549,cust_0056,merchant_003,404.66,UNKNOWN_FAILURE,WALLET,2475,0.3019,0.4501,0.6738,0.4367,0,0,0,RETRY,FAILURE
training_0550,cust_0276,merchant_047,65.01,PAYMENT_METHOD_ERROR,WALLET,506,0.1356,0.7996,0.1057,0.2134,5,4,1,RETRY,FAILURE
training_0551,cust_0334,merchant_016,628.90,UNKNOWN_FAILURE,CARD,1551,0.6110,0.5049,0.2423,0.8680,2,2,0,RETRY,FAILURE
training_0552,cust_0243,merchant_050,278.26,PAYMENT_METHOD_ERROR,NETBANKING,1406,0.7541,0.3495,0.4245,0.6292,2,2,0,REMINDER,FAILURE
training_0553,cust_0279,merchant_018,867.92,TEMPORARY_FAILURE,NETBANKING,123,0.2963,0.7018,0.1289,0.4592,4,0,2,RETRY,FAILURE
training_0554,cust_0119,merchant_029,817.86,INSUFFICIENT_FUNDS,NETBANKING,2161,0.2361,0.8536,0.6474,0.7500,0,0,0,RETRY,FAILURE
training_0555,cust_0070,merchant_002,366.94,PAYMENT_METHOD_ERROR,UPI,2434,0.6927,0.0614,0.6384,0.5941,0,0,0,REMINDER,FAILURE
training_0556,cust_0012,merchant_045,245.58,INSUFFICIENT_FUNDS,CARD,1246,0.9275,0.0552,0.2475,0.8243,4,0,4,RETRY,FAILURE
training_0557,cust_0022,merchant_050,380.13,TEMPORARY_FAILURE,UPI,685,0.7263,0.2156,0.8206,0.3710,2,0,0,REMINDER,FAILURE
training_0558,cust_0291,merchant_045,446.60,TEMPORARY_FAILURE,UPI,649,0.7519,0.7720,0.5992,0.4923,5,5,0,REMINDER,FAILURE
training_0559,cust_0270,merchant_014,658.64,INSUFFICIENT_FUNDS,UPI,2233,0.2684,0.1550,0.1756,0.4577,5,0,1,RETRY,SUCCESS
training_0560,cust_0045,merchant_021,714.71,TEMPORARY_FAILURE,UPI,2391,0.5653,0.7690,0.8842,0.7593,1,0,0,REMINDER,FAILURE
training_0561,cust_0023,merchant_044,305.85,TEMPORARY_FAILURE,UPI,1396,0.5057,0.2171,0.8842,0.7864,4,2,1,RETRY,SUCCESS
training_0562,cust_0042,merchant_008,828.52,UNKNOWN_FAILURE,NETBANKING,1171,0.7178,0.1863,0.8125,0.2932,1,0,0,RETRY,SUCCESS
training_0563,cust_0288,merchant_005,621.46,PAYMENT_METHOD_ERROR,WALLET,2211,0.1754,0.3569,0.2493,0.1166,2,2,0,RETRY,FAILURE
training_0564,cust_0340,merchant_032,902.24,INSUFFICIENT_FUNDS,UPI,2870,0.3767,0.5355,0.7734,0.5082,2,1,0,REMINDER,FAILURE
training_0565,cust_0035,merchant_038,661.98,PAYMENT_METHOD_ERROR,CARD,247,0.2325,0.5108,0.8264,0.8337,0,0,0,REMINDER,FAILURE
training_0566,cust_0159,merchant_010,62.05,INSUFFICIENT_FUNDS,NETBANKING,1593,0.8170,0.5208,0.3450,0.3478,4,1,1,REMINDER,FAILURE
training_0567,cust_0168,merchant_041,669.49,TEMPORARY_FAILURE,NETBANKING,2086,0.7602,0.4832,0.5215,0.6942,0,0,0,RETRY,SUCCESS
training_0568,cust_0171,merchant_030,311.00,UNKNOWN_FAILURE,CARD,1108,0.7510,0.1235,0.7660,0.8698,2,2,0,RETRY,SUCCESS
training_0569,cust_0011,merchant_046,894.67,UNKNOWN_FAILURE,UPI,2400,0.7107,0.3528,0.3992,0.4266,1,0,0,RETRY,FAILURE
training_0570,cust_0271,merchant_011,340.80,INSUFFICIENT_FUNDS,NETBANKING,539,0.2818,0.1446,0.7226,0.2963,2,2,0,REMINDER,FAILURE
training_0571,cust_0246,merchant_003,422.13,TEMPORARY_FAILURE,WALLET,464,0.5563,0.5639,0.6324,0.4814,2,1,1,RETRY,SUCCESS
training_0572,cust_0337,merchant_030,593.59,UNKNOWN_FAILURE,WALLET,1094,0.4789,0.7915,0.7121,0.3852,1,1,0,REMINDER,FAILURE
training_0573,cust_0343,merchant_026,182.98,UNKNOWN_FAILURE,CARD,1614,0.6383,0.0689,0.7659,0.8791,5,0,1,RETRY,FAILURE
training_0574,cust_0061,merchant_015,704.81,INSUFFICIENT_FUNDS,CARD,2576,0.1823,0.4492,0.8228,0.1100,4,1,0,RETRY,FAILURE
training_0575,cust_0166,merchant_001,19.73,TEMPORARY_FAILURE,WALLET,2797,0.3843,0.7036,0.8154,0.7707,4,4,0,RETRY,FAILURE
training_0576,cust_0347,merchant_025,521.46,UNKNOWN_FAILURE,CARD,1666,0.6385,0.5153,0.6896,0.0854,2,1,0,RETRY,SUCCESS
training_0577,cust_0145,merchant_039,710.94,TEMPORARY_FAILURE,NETBANKING,1951,0.1812,0.7743,0.4277,0.1602,4,2,0,RETRY,FAILURE
training_0578,cust_0177,merchant_037,355.32,INSUFFICIENT_FUNDS,UPI,2168,0.2137,0.1692,0.6075,0.0523,4,3,1,REMINDER,FAILURE
training_0579,cust_0219,merchant_020,223.28,TEMPORARY_FAILURE,CARD,601,0.5736,0.8042,0.8713,0.0991,1,1,0,REMINDER,SUCCESS
training_0580,cust_0320,merchant_026,841.85,TEMPORARY_FAILURE,NETBANKING,2218,0.8408,0.5266,0.1038,0.7822,4,0,1,RETRY,FAILURE
training_0581,cust_0043,merchant_045,206.41,UNKNOWN_FAILURE,WALLET,2141,0.1559,0.2555,0.4624,0.4096,3,2,1,REMINDER,SUCCESS
training_0582,cust_0155,merchant_050,700.61,PAYMENT_METHOD_ERROR,UPI,59,0.2304,0.5743,0.1468,0.6663,1,1,0,RETRY,SUCCESS
training_0583,cust_0218,merchant_035,750.12,UNKNOWN_FAILURE,NETBANKING,2060,0.4244,0.4107,0.5132,0.4924,4,1,2,RETRY,FAILURE
training_0584,cust_0313,merchant_034,869.87,PAYMENT_METHOD_ERROR,UPI,2455,0.7403,0.5483,0.8667,0.6829,0,0,0,REMINDER,FAILURE
training_0585,cust_0301,merchant_048,669.48,TEMPORARY_FAILURE,CARD,2175,0.9079,0.2814,0.3467,0.4787,2,1,0,REMINDER,SUCCESS
training_0586,cust_0056,merchant_027,666.67,INSUFFICIENT_FUNDS,UPI,2090,0.2520,0.4474,0.2120,0.1124,4,3,1,REMINDER,FAILURE
training_0587,cust_0144,merchant_014,409.27,UNKNOWN_FAILURE,NETBANKING,2129,0.7480,0.5651,0.5128,0.2174,2,0,0,REMINDER,FAILURE
training_0588,cust_0140,merchant_037,339.74,TEMPORARY_FAILURE,NETBANKING,2469,0.8577,0.0795,0.2373,0.2933,5,3,0,REMINDER,FAILURE
training_0589,cust_0285,merchant_028,285.81,TEMPORARY_FAILURE,CARD,1502,0.3927,0.6328,0.3167,0.2729,0,0,0,REMINDER,FAILURE
training_0590,cust_0312,merchant_016,598.74,INSUFFICIENT_FUNDS,WALLET,611,0.7284,0.4500,0.4091,0.8196,2,2,0,REMINDER,SUCCESS
training_0591,cust_0278,merchant_028,205.56,INSUFFICIENT_FUNDS,CARD,2222,0.6119,0.8265,0.1357,0.5710,5,2,0,RETRY,FAILURE
training_0592,cust_0146,merchant_015,958.47,TEMPORARY_FAILURE,WALLET,221,0.2615,0.4015,0.7034,0.4186,5,3,1,RETRY,SUCCESS
training_0593,cust_0280,merchant_035,623.81,INSUFFICIENT_FUNDS,UPI,341,0.8165,0.4336,0.2660,0.2077,5,2,3,REMINDER,FAILURE
training_0594,cust_0207,merchant_011,177.88,PAYMENT_METHOD_ERROR,NETBANKING,1052,0.5452,0.4166,0.8547,0.8622,4,1,2,REMINDER,FAILURE
training_0595,cust_0328,merchant_001,64.03,PAYMENT_METHOD_ERROR,WALLET,1269,0.1642,0.2068,0.8864,0.6755,1,1,0,REMINDER,FAILURE
training_0596,cust_0335,merchant_010,982.49,INSUFFICIENT_FUNDS,NETBANKING,2613,0.4058,0.5750,0.2770,0.3297,0,0,0,REMINDER,FAILURE
training_0597,cust_0273,merchant_029,701.57,PAYMENT_METHOD_ERROR,UPI,2433,0.1016,0.6981,0.8672,0.1242,0,0,0,REMINDER,FAILURE
training_0598,cust_0203,merchant_040,182.90,UNKNOWN_FAILURE,NETBANKING,2339,0.5082,0.4649,0.9248,0.3609,3,3,0,REMINDER,FAILURE
training_0599,cust_0032,merchant_030,504.58,PAYMENT_METHOD_ERROR,CARD,2371,0.3208,0.5724,0.7943,0.5724,0,0,0,REMINDER,SUCCESS
training_0600,cust_0045,merchant_004,398.31,INSUFFICIENT_FUNDS,CARD,1591,0.3126,0.2301,0.2892,0.6170,0,0,0,RETRY,SUCCESS
training_0601,cust_0253,merchant_023,835.83,UNKNOWN_FAILURE,CARD,486,0.1010,0.2252,0.8645,0.5098,5,5,0,REMINDER,FAILURE
training_0602,cust_0255,merchant_023,608.63,TEMPORARY_FAILURE,CARD,1005,0.6377,0.6449,0.4053,0.4935,0,0,0,REMINDER,SUCCESS
training_0603,cust_0002,merchant_001,506.71,PAYMENT_METHOD_ERROR,UPI,1853,0.5822,0.3434,0.6517,0.4238,4,3,1,RETRY,FAILURE
training_0604,cust_0119,merchant_005,975.25,UNKNOWN_FAILURE,NETBANKING,1929,0.5897,0.7699,0.8969,0.6809,0,0,0,REMINDER,FAILURE
training_0605,cust_0117,merchant_042,283.57,TEMPORARY_FAILURE,WALLET,2408,0.2075,0.1960,0.6620,0.6458,5,4,1,RETRY,FAILURE
training_0606,cust_0104,merchant_011,941.91,INSUFFICIENT_FUNDS,CARD,2080,0.8786,0.5466,0.4211,0.2751,5,4,1,REMINDER,FAILURE
training_0607,cust_0192,merchant_005,365.70,INSUFFICIENT_FUNDS,WALLET,1314,0.1367,0.6728,0.9414,0.1772,1,1,0,REMINDER,FAILURE
training_0608,cust_0172,merchant_044,685.70,TEMPORARY_FAILURE,CARD,1622,0.8932,0.1867,0.4540,0.6495,1,1,0,REMINDER,FAILURE
training_0609,cust_0237,merchant_029,894.23,UNKNOWN_FAILURE,CARD,1117,0.3341,0.1451,0.4330,0.3204,3,0,1,REMINDER,FAILURE
training_0610,cust_0104,merchant_050,400.79,UNKNOWN_FAILURE,CARD,956,0.1182,0.6737,0.3835,0.1355,3,1,2,REMINDER,FAILURE
training_0611,cust_0330,merchant_012,793.29,UNKNOWN_FAILURE,WALLET,404,0.2788,0.2366,0.7746,0.3421,0,0,0,RETRY,FAILURE
training_0612,cust_0309,merchant_011,443.78,INSUFFICIENT_FUNDS,UPI,2560,0.7331,0.3880,0.6729,0.2058,0,0,0,RETRY,FAILURE
training_0613,cust_0315,merchant_022,328.55,INSUFFICIENT_FUNDS,CARD,844,0.8595,0.6467,0.9212,0.3889,2,2,0,RETRY,FAILURE
training_0614,cust_0259,merchant_032,163.42,UNKNOWN_FAILURE,NETBANKING,2397,0.1314,0.4884,0.3877,0.2605,3,3,0,REMINDER,FAILURE
training_0615,cust_0026,merchant_002,24.24,PAYMENT_METHOD_ERROR,CARD,2000,0.6604,0.5993,0.3600,0.6816,0,0,0,RETRY,FAILURE
training_0616,cust_0088,merchant_005,370.32,INSUFFICIENT_FUNDS,UPI,424,0.5005,0.7625,0.9062,0.3826,1,1,0,RETRY,FAILURE
training_0617,cust_0107,merchant_046,706.10,PAYMENT_METHOD_ERROR,NETBANKING,27,0.5368,0.5259,0.2364,0.1920,4,3,0,RETRY,FAILURE
training_0618,cust_0018,merchant_038,824.16,UNKNOWN_FAILURE,CARD,1151,0.2860,0.7604,0.4137,0.8048,0,0,0,RETRY,SUCCESS
training_0619,cust_0037,merchant_033,82.22,PAYMENT_METHOD_ERROR,WALLET,250,0.1884,0.8997,0.5439,0.2434,3,1,2,RETRY,FAILURE
training_0620,cust_0151,merchant_020,482.51,PAYMENT_METHOD_ERROR,CARD,1481,0.6277,0.4655,0.2025,0.7594,1,1,0,RETRY,FAILURE
training_0621,cust_0091,merchant_018,855.36,INSUFFICIENT_FUNDS,CARD,2542,0.4771,0.8895,0.9355,0.5929,0,0,0,RETRY,SUCCESS
training_0622,cust_0190,merchant_037,461.17,INSUFFICIENT_FUNDS,WALLET,693,0.1365,0.6732,0.8115,0.8961,4,4,0,REMINDER,FAILURE
training_0623,cust_0016,merchant_050,629.40,PAYMENT_METHOD_ERROR,WALLET,165,0.6995,0.8771,0.7181,0.5559,4,1,2,RETRY,FAILURE
training_0624,cust_0161,merchant_006,173.45,UNKNOWN_FAILURE,WALLET,1520,0.7792,0.7734,0.5098,0.6802,2,1,1,RETRY,FAILURE
training_0625,cust_0334,merchant_019,907.98,INSUFFICIENT_FUNDS,NETBANKING,142,0.8434,0.7995,0.3216,0.4277,1,1,0,REMINDER,SUCCESS
training_0626,cust_0325,merchant_001,405.79,TEMPORARY_FAILURE,CARD,1657,0.2754,0.3215,0.1754,0.3859,4,2,1,RETRY,FAILURE
training_0627,cust_0302,merchant_017,264.88,UNKNOWN_FAILURE,CARD,433,0.2237,0.8697,0.8357,0.7647,5,5,0,REMINDER,FAILURE
training_0628,cust_0263,merchant_008,151.90,TEMPORARY_FAILURE,NETBANKING,2793,0.5847,0.3259,0.6864,0.4446,5,3,2,RETRY,FAILURE
training_0629,cust_0218,merchant_025,930.47,UNKNOWN_FAILURE,NETBANKING,1925,0.5100,0.3423,0.8225,0.4481,0,0,0,RETRY,FAILURE
training_0630,cust_0146,merchant_033,313.15,UNKNOWN_FAILURE,CARD,931,0.3548,0.7039,0.9443,0.1136,0,0,0,RETRY,FAILURE
training_0631,cust_0286,merchant_014,846.41,INSUFFICIENT_FUNDS,WALLET,2791,0.8588,0.6847,0.2318,0.4637,1,1,0,RETRY,FAILURE
training_0632,cust_0100,merchant_042,294.58,UNKNOWN_FAILURE,UPI,2784,0.4669,0.4247,0.6265,0.4718,2,2,0,RETRY,FAILURE
training_0633,cust_0342,merchant_007,176.75,PAYMENT_METHOD_ERROR,CARD,2583,0.5664,0.3016,0.6728,0.0724,0,0,0,REMINDER,FAILURE
training_0634,cust_0268,merchant_038,530.82,UNKNOWN_FAILURE,NETBANKING,1901,0.8786,0.3699,0.6111,0.5564,0,0,0,RETRY,FAILURE
training_0635,cust_0072,merchant_040,612.80,PAYMENT_METHOD_ERROR,WALLET,2103,0.4206,0.5905,0.1385,0.6902,2,0,1,REMINDER,FAILURE
training_0636,cust_0099,merchant_030,14.61,PAYMENT_METHOD_ERROR,WALLET,2436,0.2621,0.3823,0.1606,0.6975,3,0,1,REMINDER,FAILURE
training_0637,cust_0253,merchant_026,627.12,INSUFFICIENT_FUNDS,NETBANKING,731,0.4452,0.5399,0.9486,0.6220,2,0,2,RETRY,FAILURE
training_0638,cust_0118,merchant_036,770.87,PAYMENT_METHOD_ERROR,WALLET,2749,0.2976,0.1994,0.2963,0.2330,5,3,2,REMINDER,FAILURE
training_0639,cust_0190,merchant_038,949.36,TEMPORARY_FAILURE,NETBANKING,684,0.9228,0.2065,0.2267,0.2971,0,0,0,REMINDER,FAILURE
training_0640,cust_0216,merchant_042,848.74,INSUFFICIENT_FUNDS,NETBANKING,1416,0.7610,0.2657,0.2819,0.3250,0,0,0,RETRY,FAILURE
training_0641,cust_0146,merchant_008,89.06,PAYMENT_METHOD_ERROR,NETBANKING,1177,0.8742,0.1396,0.8870,0.7724,0,0,0,REMINDER,FAILURE
training_0642,cust_0096,merchant_016,517.77,PAYMENT_METHOD_ERROR,CARD,1229,0.7963,0.1415,0.9244,0.4922,1,0,1,RETRY,FAILURE
training_0643,cust_0210,merchant_015,941.65,TEMPORARY_FAILURE,WALLET,1208,0.7420,0.2637,0.4685,0.4050,3,2,1,REMINDER,FAILURE
training_0644,cust_0331,merchant_028,361.82,UNKNOWN_FAILURE,CARD,344,0.4778,0.7856,0.3085,0.7638,0,0,0,RETRY,FAILURE
training_0645,cust_0045,merchant_014,411.90,PAYMENT_METHOD_ERROR,WALLET,608,0.3364,0.6562,0.8609,0.2622,3,3,0,RETRY,FAILURE
training_0646,cust_0059,merchant_033,939.07,INSUFFICIENT_FUNDS,CARD,1543,0.7556,0.0957,0.6051,0.6616,0,0,0,RETRY,SUCCESS
training_0647,cust_0174,merchant_048,563.08,TEMPORARY_FAILURE,CARD,1685,0.8873,0.7728,0.4775,0.2553,3,3,0,RETRY,FAILURE
training_0648,cust_0091,merchant_028,194.56,TEMPORARY_FAILURE,NETBANKING,2112,0.3214,0.7021,0.6332,0.7801,5,2,2,RETRY,FAILURE
training_0649,cust_0099,merchant_010,690.55,PAYMENT_METHOD_ERROR,CARD,2274,0.4807,0.2181,0.4283,0.6578,5,0,0,REMINDER,FAILURE
training_0650,cust_0285,merchant_008,372.09,PAYMENT_METHOD_ERROR,NETBANKING,201,0.8897,0.4287,0.9336,0.3654,1,0,0,REMINDER,FAILURE
training_0651,cust_0017,merchant_031,582.25,UNKNOWN_FAILURE,WALLET,1846,0.1626,0.0516,0.8943,0.2235,2,2,0,REMINDER,FAILURE
training_0652,cust_0072,merchant_035,950.22,INSUFFICIENT_FUNDS,CARD,1881,0.1191,0.7347,0.7059,0.6547,5,0,2,REMINDER,FAILURE
training_0653,cust_0251,merchant_046,817.37,TEMPORARY_FAILURE,UPI,413,0.4257,0.2159,0.7117,0.3187,2,0,2,RETRY,SUCCESS
training_0654,cust_0198,merchant_029,253.64,INSUFFICIENT_FUNDS,UPI,1506,0.7888,0.5264,0.8253,0.8584,4,2,0,RETRY,SUCCESS
training_0655,cust_0181,merchant_039,973.99,TEMPORARY_FAILURE,WALLET,498,0.4550,0.3141,0.7518,0.7890,2,0,0,RETRY,FAILURE
training_0656,cust_0073,merchant_013,891.19,UNKNOWN_FAILURE,UPI,1793,0.2939,0.7544,0.7415,0.8285,3,3,0,RETRY,FAILURE
training_0657,cust_0262,merchant_036,483.34,TEMPORARY_FAILURE,NETBANKING,1833,0.9396,0.4771,0.5276,0.2429,5,0,2,REMINDER,FAILURE
training_0658,cust_0243,merchant_034,611.83,PAYMENT_METHOD_ERROR,CARD,721,0.7607,0.2179,0.4289,0.0737,2,2,0,REMINDER,FAILURE
training_0659,cust_0199,merchant_024,722.93,UNKNOWN_FAILURE,WALLET,2105,0.3955,0.8833,0.2022,0.6758,1,0,0,RETRY,FAILURE
training_0660,cust_0256,merchant_040,133.62,UNKNOWN_FAILURE,CARD,173,0.6119,0.7982,0.9466,0.8468,0,0,0,REMINDER,FAILURE
training_0661,cust_0088,merchant_036,495.88,UNKNOWN_FAILURE,UPI,919,0.8724,0.5726,0.2801,0.3878,5,0,0,REMINDER,FAILURE
training_0662,cust_0004,merchant_030,213.07,TEMPORARY_FAILURE,UPI,2433,0.3659,0.4352,0.6553,0.7727,0,0,0,REMINDER,FAILURE
training_0663,cust_0085,merchant_007,471.75,UNKNOWN_FAILURE,WALLET,2002,0.6708,0.8589,0.7394,0.8965,4,4,0,RETRY,FAILURE
training_0664,cust_0255,merchant_020,862.45,TEMPORARY_FAILURE,WALLET,2844,0.3467,0.6133,0.3012,0.0545,2,1,1,REMINDER,FAILURE
training_0665,cust_0349,merchant_015,994.99,INSUFFICIENT_FUNDS,NETBANKING,1448,0.7954,0.5952,0.1380,0.3438,3,1,0,RETRY,FAILURE
training_0666,cust_0062,merchant_029,580.71,UNKNOWN_FAILURE,UPI,1953,0.6745,0.3398,0.8013,0.8594,2,0,1,REMINDER,FAILURE
training_0667,cust_0014,merchant_009,104.04,UNKNOWN_FAILURE,CARD,723,0.1054,0.6663,0.6350,0.5117,5,0,5,REMINDER,FAILURE
training_0668,cust_0068,merchant_011,578.60,PAYMENT_METHOD_ERROR,UPI,992,0.1514,0.3423,0.8290,0.2105,0,0,0,RETRY,FAILURE
training_0669,cust_0258,merchant_002,536.58,UNKNOWN_FAILURE,CARD,262,0.5057,0.5873,0.7665,0.7214,1,0,0,REMINDER,SUCCESS
training_0670,cust_0206,merchant_025,535.28,PAYMENT_METHOD_ERROR,WALLET,2070,0.4119,0.3302,0.2014,0.5699,4,4,0,RETRY,FAILURE
training_0671,cust_0266,merchant_025,298.34,UNKNOWN_FAILURE,UPI,157,0.9281,0.4150,0.3660,0.7563,3,1,0,RETRY,FAILURE
training_0672,cust_0139,merchant_019,96.95,INSUFFICIENT_FUNDS,CARD,2389,0.1008,0.8665,0.7493,0.6908,3,0,0,RETRY,FAILURE
training_0673,cust_0128,merchant_032,328.03,PAYMENT_METHOD_ERROR,CARD,857,0.5687,0.6015,0.7135,0.2164,0,0,0,REMINDER,FAILURE
training_0674,cust_0025,merchant_026,577.89,TEMPORARY_FAILURE,UPI,2535,0.6866,0.2310,0.3351,0.4076,0,0,0,RETRY,SUCCESS
training_0675,cust_0155,merchant_001,951.54,PAYMENT_METHOD_ERROR,UPI,80,0.6704,0.3990,0.9127,0.4106,0,0,0,RETRY,SUCCESS
training_0676,cust_0312,merchant_045,201.54,TEMPORARY_FAILURE,UPI,419,0.8063,0.8449,0.7262,0.5366,1,0,1,REMINDER,FAILURE
training_0677,cust_0309,merchant_036,938.41,INSUFFICIENT_FUNDS,WALLET,1710,0.3448,0.0760,0.3659,0.6111,3,1,0,RETRY,FAILURE
